pc4_code,Price_per_m2
1967,4547.008139858239
1968,9146.341463414634
1969,4699.54968063417
1971,4714.387703810978
1972,3739.126524455746
1973,3814.0437682336287
1974,4163.03039632781
1975,4685.100095830053
1976,3376.3930265916365
1981,7186.731060646201
1985,7940.1152565629245
1991,5660.551877596639
1992,4188.351377969338
2011,7622.423370095696
2012,6710.614584330104
2013,6382.662310483203
2014,6338.0823066143685
2015,6037.140162351575
2019,5573.899371069183
2021,5467.532474965903
2022,7355.3118195793495
2023,6074.6068766367825
2024,6205.754572686326
2025,5373.478467864955
2026,5328.271395970975
2031,7202.242548969121
2032,5667.277350867615
2033,8883.319423012
2034,4553.067948903036
2035,4994.77609458692
2036,4347.612132329673
2037,7185.452708383714
2041,7856.057194191904
2042,6606.795209576128
2051,5973.978362193464
2061,6558.380549259854
2063,4894.366197183099
2064,5485.284044142162
2065,5062.5
2071,5692.438992597767
2082,7074.735052408042
2101,6275.082282305827
2102,6299.1805214296555
2103,5945.861081223854
2104,5767.506567365948
2105,4956.35254967588
2106,6822.352632585045
2111,7632.66614776903
2114,5662.281692769822
2116,6969.447603760517
2121,5895.969322264028
2131,5003.735995520654
2132,8649.866717073415
2133,4553.188394629857
2134,6456.089106763332
2135,5087.013170614103
2136,7664.652823875665
2141,5710.383320236754
2142,4627.415691142129
2144,4590.114993365767
2151,5310.910530133232
2152,7329.040740169587
2153,6143.83293673002
2156,2723.6363636363635
2157,7422.077922077922
2158,9405.797101449276
2159,4868.56304097734
2161,4838.037338772341
2162,4511.53268465419
2163,4660.790335790336
2165,7130.107768298159
2171,5205.648280522598
2172,5195.920990553043
2181,5172.373397140281
2182,4801.990854272513
2191,5003.661622545074
2201,5529.361068972244
2202,7661.987491533431
2203,6087.917232685113
2204,6630.176536317845
2211,5345.869301070951
2212,3237.4460918161635
2215,5194.710758314422
2216,5339.49383949384
2221,4637.262108293349
2223,7908.353820088579
2224,4950.001085632478
2225,5473.339890301104
2231,5112.901320204825
2235,5328.817462856991
2241,4939.408586162088
2242,5857.652920057349
2243,6591.276073510877
2244,6033.905600338027
2245,6842.1343492759515
2251,5716.306739350351
2252,4828.026063888678
2253,5238.1716456543845
2254,5575.418994413408
2261,4498.766911866049
2262,3762.265472709552
2263,4180.008638021224
2264,4843.953537520702
2265,4915.230577632824
2266,5768.3211490530775
2271,4915.786231401668
2272,4858.828099817447
2273,5303.037723551599
2274,4894.241014454758
2275,5276.339027225129
2281,4166.149736904854
2282,4642.783957925222
2283,9566.344755292395
2284,4724.5909238496315
2285,4854.87863300423
2286,3770.070442371663
2287,3455.345627622915
2288,4613.386395460944
2289,4126.858167465222
2291,4750.561756119857
2292,4759.22350922351
2295,5731.140978771035
2311,5817.933701855376
2312,6483.278146798408
2313,5555.194651344299
2314,4592.778513400425
2315,5856.022427315892
2316,5441.704612550929
2317,5018.840939166701
2318,4312.497978555635
2321,4840.856751969609
2322,5060.975609756098
2324,4817.029559206716
2331,4385.971109876499
2332,5801.48372775036
2333,8352.94852573713
2334,4385.382996623962
2341,4989.092720345958
2342,5553.172116617713
2343,5024.320144648187
2351,4969.656599388254
2352,4522.328936159586
2353,4713.836493138473
2355,5155.212405429906
2361,5164.587467253169
2362,4650.259067357513
2371,4738.640107767037
2374,4687.5
2375,8108.108108108108
2376,3867.0912420912423
2377,4889.953601798349
2381,5152.025182868205
2382,5171.33183842928
2391,5084.694758033177
2394,4547.713674001082
2396,3740.6986072300474
2401,4007.9996263184025
2402,3821.6411176626093
2403,3799.5990536818663
2404,5851.993006584561
2405,4149.367199922997
2406,4402.826834195132
2407,3713.6659073356245
2408,4519.293797197591
2411,4359.443782281856
2412,4654.423078584257
2415,4558.805401499024
2421,4963.8045445905855
2431,5359.946429417729
2435,4189.944134078212
2441,6825.0999412410265
2445,3503.184713375796
2451,8852.262364246206
2461,4635.381151189947
2465,5092.8955433068095
2471,3496.1563100576554
2481,3842.450520095721
2491,4344.262295081967
2492,4316.947804518687
2493,4900.13563625568
2496,4950.028160635674
2497,4024.4989062278783
2498,5444.3988519619215
2511,5857.429053111113
2512,4995.686048819497
2513,6385.68430567429
2514,5802.525543126016
2515,4841.1241864677895
2516,5532.660304599019
2517,5314.9519195960365
2518,5535.037630468504
2521,4573.1686109967595
2522,3677.8111129856543
2523,3962.9841798023062
2524,3846.778842946421
2525,3854.0470099359504
2526,4915.521404651163
2531,4051.333361876588
2532,4223.721011477095
2533,5945.80652991868
2541,3732.862517173207
2542,3829.100752112667
2543,3928.127323691663
2544,3661.1595517688183
2545,4131.344128281779
2546,4011.3768268798785
2547,4449.024324372051
2548,4544.350622733102
2551,3682.7269355268395
2552,4283.485479772774
2553,4891.153855898975
2554,8068.5327003515185
2555,4667.564823136193
2561,6394.272960408812
2562,5787.05810788186
2563,4413.78808304757
2564,4161.750852856187
2565,4675.311629806202
2566,6333.512161656476
2571,3830.700176695798
2572,3936.8951904352266
2573,4131.23788939366
2574,4030.0279856864286
2581,5027.248076628252
2582,5240.623064920607
2583,5690.769268888295
2584,5343.087180227571
2585,5748.717976057854
2586,5256.536944033036
2587,5270.034596292318
2591,5669.791700964386
2592,4136.186635378837
2593,5519.315707825407
2594,4959.5156172114375
2595,4566.5689332565935
2596,6253.457742021479
2597,5614.585330330426
2611,5397.750111676372
2612,5097.925649287797
2613,5225.330263581466
2614,4821.14044347393
2622,4399.669560040287
2623,4236.994856751575
2624,3962.2641889075353
2625,3623.4721130742596
2626,5412.371134020618
2627,4780.821917808219
2628,4568.289319656294
2631,4828.64139511457
2632,4278.592488221073
2635,5342.766469037065
2636,7739.816260900001
2641,5134.620146586728
2642,4611.239101865467
2643,4905.438597648764
2645,5374.77426553453
2651,4654.623737206593
2652,5288.051004161732
2661,4858.298593062094
2662,4758.909935630448
2665,4599.829918130614
2671,4441.811151297074
2672,4861.421338333707
2673,4921.0188111740945
2675,4887.561412048209
2676,5644.168651186827
2678,4545.831136542401
2681,5753.025346187094
2685,5145.677997146517
2691,6642.60828547964
2692,4906.956663408276
2693,3860.3880494505493
2694,3993.0555555555557
2711,5785.568186702134
2712,5577.106116873856
2713,4781.948870945763
2715,3541.5883311124444
2716,3479.318425439324
2717,3887.3090458422917
2718,4037.4592236967574
2719,4813.137582685292
2721,4699.552030163161
2722,4159.202095162024
2723,4103.862148833846
2724,3846.6393076986255
2725,4301.9157070754
2726,4240.871133385963
2727,3919.135864470504
2728,4278.886379016392
2729,4312.327909088096
2731,4298.758703339697
2735,4662.222222222223
2741,4569.79371693017
2742,4147.311957114289
2743,4293.568790820608
2751,4027.349316841504
2752,7150.537634408603
2761,4558.415344509667
2771,3812.79557138557
2801,4501.785618198853
2802,4142.333420286923
2803,4337.724186616525
2804,4034.5382346177767
2805,4477.918313637595
2806,4295.588873497658
2807,4026.616789491081
2808,3690.65934065934
2809,6226.510476621494
2811,4937.136419612597
2821,4453.5131717176855
2825,3781.0117376066023
2831,6077.029204430019
2841,4234.031494259779
2851,4308.700048018666
2855,4807.19180105145
2861,5808.983300755917
2865,4731.707829717771
2871,4051.920330011524
2872,4386.88091440723
2901,4517.16236354625
2902,4121.629305697709
2903,4731.997381115
2904,3782.402690211146
2905,4144.31994379805
2906,3589.4182518954185
2907,4278.043918224072
2908,4120.210034950934
2909,9351.085614906502
2911,4994.065044882598
2912,4143.586179024581
2913,6430.054579971524
2914,4246.958054037026
2921,4804.308060912312
2922,3974.097716301353
2923,3733.3177172009555
2924,3950.2036414303884
2925,3532.7972793490594
2926,4359.83965810366
2931,3694.0095523466152
2935,3839.6891301039163
2941,3972.3030796998814
2951,4002.6411881491276
2952,3590.909090909091
2953,3840.425182664546
2954,5512.820512820513
2957,4772.347399276314
2959,4248.953153883323
2961,3768.204861971454
2964,4585.8657466859295
2965,5258.462078651685
2967,4012.939958592133
2968,5178.06512586992
2969,2828.9473684210525
2971,4008.9763902218397
2973,5925.452808241941
2974,4024.1935483870966
2975,4038.6601465775752
2981,4106.007763984118
2982,3882.881908754707
2983,4330.87632628305
2984,4711.324231978016
2985,3930.7883418524298
2986,4191.421453837988
2987,4288.744961664842
2988,6151.731473854688
2989,3061.2903225806454
2991,4356.212647054727
2992,5714.419348593312
2993,4463.728284595355
2994,4454.1363665040535
2995,5043.552088997796
3011,5736.492010839853
3012,6306.821640339166
3013,5218.995311376263
3014,5386.098057015015
3015,5410.187053737106
3016,6572.592038082935
3021,4898.93905892895
3022,4584.679875648001
3023,4806.826903629629
3024,4707.911892960828
3025,4309.38729408281
3026,4664.592783943508
3027,3860.3488924020257
3028,3740.5352305687716
3029,5302.469135802469
3031,5132.719640726074
3032,4520.376483061072
3033,4966.756889275895
3034,5800.844603478097
3035,4769.238866702081
3036,6843.33559951636
3037,4895.288805035543
3038,4890.610967482822
3039,5093.978931438485
3041,4035.532994923858
3042,4511.485397385156
3043,4288.433259854579
3044,3966.198368088557
3045,5965.58431868535
3046,11500.0
3051,4947.821295279238
3052,4473.681827893526
3053,4635.127248878526
3054,6564.657572196557
3055,5838.941876407583
3056,6230.041126885037
3059,5305.835404208479
3061,5099.996688438132
3062,5650.786429010081
3063,4980.900257892754
3064,3496.138996138996
3065,5870.713842695003
3066,4432.412903907737
3067,4097.660157390728
3068,3709.7428707633676
3069,3854.71685936459
3071,4846.06264733302
3072,6355.195381642049
3073,3265.0358836635532
3074,3369.55918411527
3075,3706.7740258433478
3076,5899.283327814705
3077,3963.312600723673
3078,3527.389720908373
3079,3483.1099961020873
3081,4138.141785125892
3082,3564.9540787390083
3083,4158.727150777062
3084,4363.788989230119
3085,4117.2308189275045
3086,4156.654459749146
3087,4187.611806797853
3089,6131.410256410256
3111,4023.9359007894777
3112,3664.9135381626647
3114,3386.649879418008
3116,3455.5566861806924
3117,3621.613928443833
3118,4114.348210444365
3119,3650.3835326516178
3121,4137.496030164298
3122,3251.2589611605968
3123,3652.3651922672284
3124,4655.051079782179
3125,8531.746031746032
3131,3568.165059180003
3132,3755.7603545059196
3133,4983.748125524346
3134,3643.1453283046426
3135,4515.107195799701
3136,3696.417524479698
3137,3967.5617637135456
3141,5262.751835191382
3142,3652.2822251470216
3143,3488.5862581660585
3144,4190.42580459076
3145,4509.65014806325
3146,3809.017848444658
3147,8838.57039515485
3151,4714.383301096197
3155,5143.904956213098
3161,5140.263256544599
3162,5810.307250132777
3171,4467.261715397092
3176,4063.435875447622
3181,4116.175978339976
3191,4333.8679681270205
3192,3543.284075342148
3193,3433.349826065031
3194,3856.54656291362
3195,3545.0378504403875
3201,3827.3120520991997
3202,3574.330746857466
3203,4445.454545454545
3204,3692.6224455116685
3205,3197.9387259095965
3206,3370.0010921799912
3207,4104.229498609309
3208,3384.8423769208666
3209,4384.255222243625
3211,3681.9418952534625
3212,3180.0
3214,4401.707365789761
3216,4567.348231478666
3218,3123.9646187980816
3221,3766.9257876852803
3222,4587.064366687261
3223,4226.7528281604
3224,3386.2715359452736
3225,3219.7065149215073
3227,4053.3405211221166
3231,5065.006201339348
3232,4166.488585863101
3233,5643.862284117432
3234,3762.135922330097
3235,4682.208987454369
3238,3739.4442645629356
3241,4440.392818767501
3243,4647.944016546778
3244,3302.528004736824
3245,3522.215838961459
3247,3852.092543977635
3248,3249.368221856089
3249,3113.770857577728
3251,3815.8467650730313
3252,4512.4682792731
3253,5706.597277986894
3255,4311.679506865012
3256,4038.771861703363
3257,3335.0483447109436
3258,3573.978292635816
3261,5052.7204339684395
3262,4535.878058396362
3263,4679.401690478209
3264,4001.8308065284673
3265,4146.384375684634
3267,3775.862068965517
3271,4363.936393650052
3273,4766.774612137662
3274,3911.7116188075556
3281,4784.52002805649
3284,5061.266556133538
3286,3755.0128800899147
3291,4224.180541734008
3292,3284.056886227545
3293,4177.895981087471
3295,4028.1904491234436
3297,3890.086525313514
3299,4870.250588205903
3311,5227.526322958984
3312,4052.301654188067
3313,6357.046363744853
3314,3762.1256962695143
3315,3791.8179835542146
3316,5036.231884057971
3317,4246.664253099102
3318,4502.078372798869
3319,4503.74044654773
3328,3723.2803299475713
3329,5198.732426993297
3331,3736.218127899607
3332,4163.531553325568
3333,3461.240753104352
3334,3985.2459357866637
3335,3734.6970382327418
3341,4848.332337186885
3342,4368.028191017408
3343,3544.9092931878276
3344,4607.378841857246
3351,4071.7293002743586
3352,2912.1566499123714
3353,3730.4481034718006
3354,9985.117990118282
3355,3771.534240038177
3356,3963.202150216321
3361,4650.899721173633
3362,3831.6495820082127
3363,3952.538794155771
3364,3073.394495412844
3366,3320.3125
3371,4091.1144749503246
3372,4413.032429198409
3381,17281.268050551964
3401,5560.129690275112
3402,4152.383747406004
3403,4049.5867768595044
3404,4374.778537783999
3405,3662.863950907429
3411,3899.3524313268163
3412,4499.263517668425
3415,4076.086956521739
3417,4553.637157340591
3421,4508.145298949845
3425,5373.8317757009345
3431,4077.3113765019098
3432,5194.88388138504
3433,4613.328057812048
3434,4088.3359950970903
3435,5279.600831091315
3436,4653.06069170129
3437,4976.901391899323
3438,4473.323884836934
3439,10819.85209972904
3441,5131.475544979596
3442,5416.327267009264
3443,5043.19100365426
3444,5781.25
3445,4878.844306640514
3446,5582.890052866583
3447,6076.923076923077
3448,4750.73840666099
3449,5569.642712049205
3451,5270.811614150259
3452,4984.357468201789
3453,4572.00580292899
3454,5110.442527964466
3455,5930.519301349918
3461,3698.186153345974
3464,3929.7210300429183
3465,4945.377066115702
3467,4753.048780487805
3471,4886.816991167694
3474,4325.189753320683
3481,5758.293948072102
3511,7249.175137188371
3512,7219.8805315435275
3513,6829.090129932995
3514,6147.957776073959
3515,6734.965352367378
3521,6766.857307702374
3522,6436.5382765795475
3523,5817.714567559073
3524,4836.950452429775
3525,6153.274486975545
3526,6696.578159627301
3527,5857.542523525088
3531,6546.783771410689
3532,6587.567491155109
3533,5806.01956050191
3534,7505.711007812328
3541,6108.079325317276
3543,5228.5796105836835
3544,5202.886183013165
3545,4945.560240084494
3546,7729.468599033817
3551,6595.371232136884
3552,7479.27934376351
3553,5957.396840653503
3554,5394.981843465615
3555,6545.834485943116
3561,5047.717163703067
3562,4291.534007562362
3563,5170.741343494837
3564,4146.470132763456
3566,3282.967032967033
3571,5834.146149183078
3572,6295.6855389337825
3573,6194.792893355264
3581,6226.760041910163
3582,6405.199176303618
3583,6077.350014146231
3584,5913.647752521611
3601,5428.019775902931
3602,4484.080580662326
3603,5236.474479403641
3604,5569.916399831908
3605,4363.0508542371
3607,3991.406566631312
3608,3917.1213815477718
3611,6496.598639455782
3612,5098.181066556428
3615,5856.455429079793
3621,5711.563646430329
3625,7271.190138540416
3626,4725.0464511334085
3628,4768.575617521099
3631,7246.34116344853
3632,6822.367858162558
3633,7921.594696969698
3634,5423.926373431234
3641,5191.484305020364
3642,4454.264788553605
3643,5130.43979974195
3645,6900.665700621963
3646,7479.817374619207
3648,5020.201864129927
3652,8656.387665198237
3701,5656.612717714029
3702,10143.348952135682
3703,5813.962012520744
3704,4777.994687393654
3705,5734.66633269094
3706,3816.2459495944795
3707,6396.530189940253
3708,4945.922875406564
3712,5012.44382095446
3721,6166.537432360989
3722,4948.887253369662
3723,7062.033603599019
3731,4975.017448254781
3732,4996.848089914164
3734,6086.6201370102
3735,6890.9285037270865
3737,6469.512663925686
3738,4694.135665348092
3739,6829.0129278973545
3741,6171.002482409536
3742,5252.861332942245
3743,6384.1783748833805
3744,2723.463687150838
3751,5361.817079652807
3752,4811.768785049906
3754,6250.621978932579
3755,5749.07171107451
3761,6211.276866020519
3762,5235.6074625714255
3763,7157.02003995883
3764,5008.19908523756
3765,3988.4366453287116
3766,5180.702162514275
3768,6269.3347279457
3769,5084.385539247249
3771,4329.114513144137
3772,4214.712509597856
3773,4768.143621084798
3774,6840.985260304573
3775,4760.479041916167
3776,3932.5842696629215
3781,5343.632885759599
3784,5302.936932965192
3785,4576.66708883934
3791,4915.659855184715
3794,3161.1570247933882
3811,5609.99928804198
3812,5412.219470757651
3813,4591.308899196043
3814,5372.350616575861
3815,4534.187010812739
3816,5097.462303157617
3817,5085.4821970118455
3818,6010.642786927879
3819,5889.3667631759145
3822,4314.780993532572
3823,4450.401002386669
3824,4089.88194418348
3825,4672.593209667168
3826,5501.550692693942
3828,4577.052395125065
3829,4530.82700598807
3831,4566.135241038217
3832,5214.049222928538
3833,5082.615301491976
3834,4686.4061496467575
3841,4944.942893397677
3842,3992.8369945039476
3843,4426.155699722041
3844,3781.0450080893074
3845,3896.6473499470853
3846,4891.179465712171
3847,8507.009345794393
3848,4454.38188146948
3849,4752.521439309494
3851,5048.128176860958
3852,4810.3632672362655
3853,4188.14796397398
3861,4959.565693233087
3862,5025.403307279278
3863,4608.331928494882
3864,6640.683032350244
3871,4686.191428788688
3881,5273.451312273932
3882,5165.079647018766
3886,5985.394946933408
3888,4987.260130468223
3891,3837.925325061336
3892,4047.263960977214
3893,3617.9760716018513
3894,4292.0274099741355
3897,1048.6725663716813
3901,4871.876406303743
3902,4013.800300362918
3903,5044.225206878906
3904,4667.842463704471
3905,3903.055113338231
3906,4356.073347290567
3907,4448.9896327841925
3911,4875.857113305571
3912,3748.2659650801243
3921,4951.860702018861
3922,3673.006862662035
3925,4336.08956166411
3927,4288.9953624617465
3931,4853.974444207924
3941,6114.0197940297
3945,5622.753044393248
3947,5266.795158362116
3951,4841.039099315553
3953,5984.307265864566
3956,6017.224840877425
3958,6713.1129300085595
3959,5900.824652777777
3961,4910.936961165864
3962,4411.261768249063
3971,5930.806409139395
3972,5177.714407031956
3981,6023.808971143905
3984,4933.004628126574
3985,5539.989734876642
3991,5393.032250069557
3992,5276.6359536917025
3993,5038.410878112713
3994,5274.108073515956
3995,6186.051597367114
3997,6937.984496124031
3998,4642.535312169966
3999,5724.462365591397
4001,4207.924393423891
4002,3807.088109311639
4003,3912.3025681568597
4005,4183.073329813752
4006,3513.8243980822385
4007,4135.926798098431
4011,4306.106981692913
4012,3548.3060579959806
4013,3951.521164021164
4014,3934.336633589606
4021,3943.420230903976
4023,5154.700854700855
4024,3247.582444830151
4031,4036.987351628986
4032,3972.9517773403113
4033,3438.6877032677266
4041,4228.075495655133
4043,3799.6740665812454
4051,4654.582768817455
4053,3858.487029539661
4054,6359.95575221239
4061,5935.094630110506
4064,4407.838983050848
4101,4170.363704925473
4102,3783.825235046791
4103,4531.828209833359
4104,4280.821917808219
4105,4290.473672136691
4106,5425.561029009305
4111,2646.873643074251
4112,5745.580533716126
4116,5019.191590981963
4119,5158.730158730159
4121,5560.987605284565
4122,4178.062868615845
4124,3592.338757889835
4125,4360.114082336305
4128,5292.805029937383
4132,4343.196990311321
4133,3797.006437502732
4141,5353.960638681089
4142,4627.257336369913
4143,4281.653099703588
4145,4178.262702930635
4147,3747.30040656811
4151,3552.6315789473683
4153,4656.493019272389
4155,5191.642297964458
4156,4676.470588235294
4158,4043.4705915726336
4161,4217.398752295932
4163,4126.21359223301
